"id","idade","faixa_idade","genero","estado","uf","regiao","faixa_salarial","cargo","nivel","forma_trabalho","aws","gcp","azure","oracle_cloud","ibm_cloud","on_premise","cloud_propria","lang_sql","lang_r","lang_python","lang_c","lang_dotnet","lang_java","lang_julia","lang_sas_stata","lang_vba","lang_scala","lang_matlab","lang_php","lang_javascript","bi_powerbi","bi_qlik","bi_tableau","bi_metabase","bi_looker","bi_google_data_studio","bi_so_excel","bi_nenhuma"
"gvkv2p091v1iin6msggvkv23qjklt5dj","46","45-49","Masculino","Mato Grosso do Sul (MS)","MS","Centro-oeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"sxf8jf35mvxvosxf82820wzufvoj8dq6","31","30-34","Masculino","Fora do Brasil","Exterior","Exterior","de R$ 20.001/mês a R$ 25.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"9skv740609utdfxx99n9skv79a0v3r6t","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"sx4hmxhofvt3gi8jsx4hw6sjuelkxqjo","24","22-24","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 3.001/mês a R$ 4.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"9puscp4on3rotm9pusceae4lkn6j9qpy","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"swa0cakksxf6jxfxcm5iswa0bac7au3n","32","30-34","Masculino","Paraná (PR)","PR","Sul","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"svww7khgg88obwaxoa347svww7kh9g0i","27","25-29","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"9lzf32q67wgdt09qh1m9l2y064azmrae","21","17-21","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"sv90p0cfx47wsv90p2lk7makahhvp9es","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Modelo 100% remoto","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"e3rswu6k4i3l7d8qie3rsy77mdnuz2xi","26","25-29","Masculino","Bahia (BA)","BA","Nordeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0"
"g6v3f1rj5d6vsrcg6v3fdzgcwtrz8a3k","25","25-29","Feminino","Ceará (CE)","CE","Nordeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"suneqwp4wyd1ttsuneqjossdnc6vncd9","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","Acima de R$ 40.001/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"su1kdvajz517myzdksu1kdvoil288ng9","35","35-39","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"srvaf0b21pq5ojrsvvsrvaf0xa259yts","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"sqcy649yc238b16oka46h1sqcy6lbb4i","31","30-34","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 16.001/mês a R$ 20.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"8sbzpu33t52ayq7zyfvgf8sbzpu3q9by","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Sistemas/Analista de TI","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"spw9p41p1vhkn8b8yc305spw9p4llvy4","32","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"spiwwt1n3gb1jxeak3p4spiwwthyjf09","23","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"spa8zd1jxp84egybswuspa8zov6eq4oh","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% presencial","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"8luz4x0gn1px88g7s8luz66acjq3ftzc","21","17-21","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"snxf7z15driqi5eevsnxf7z1z1tdjvtk","31","30-34","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","Desenvolvedor ou Engenheiro de Software","Sênior","Modelo 100% remoto","1","0","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"snczna9gn430tvhaapsncznvte52e8is","33","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0"
"smob9r856g58mwegizdvfsmob94m8tu9","30","30-34","Feminino","","","Norte","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"cp0i4mi8tgel1x6n7zhscp0i4mip0n7p","22","22-24","Masculino","Ceará (CE)","CE","Nordeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6m9dhlzmdaggm6mor6jam6qwrekby8b5","36","35-39","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Outro","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"sls45ph0dz4d53sls4i1z3oxg0kdoqrz","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"slinrcqk4oh2xsaslinrgkujzwsd5jqw","31","30-34","Masculino","Paraná (PR)","PR","Sul","de R$ 30.001/mês a R$ 40.000/mês","Engenheiro de Machine Learning/ML Engineer","Sênior","Modelo 100% remoto","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"skuif9y7vijv85iyrr5m7j4skuifgrq1","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
"6m2f7s1y8989weod986m2f7s1yawdpk8","22","22-24","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"sht3j6rwo8ic9jssht3j6pw21pxiwk9m","28","25-29","Masculino","Paraná (PR)","PR","Sul","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"shk15b4ujav9o0ndeateyshk15b4bgsy","29","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"sfgb6ikxus7ykmo6zsfgbtpfb7uls22s","38","35-39","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"ser25ah9gn04wseryxxymu007iinhrjc","34","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Professor","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"68qmv8dexufesavh3w4468qmv8d3kebo","38","35-39","Feminino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Outro","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"sbn3orctrkhnftqlqsbn3oku0mu8g8f9","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"5dk2xa16umavfwe4kx5dk2xqq6zv6s3y","25","25-29","Feminino","Maranhão (MA)","MA","Nordeste","Menos de R$ 1.000/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ppk6g9kj8v734zf12hxppk6x62fwd0mj","28","25-29","Masculino","Mato Grosso (MT)","MT","Centro-oeste","de R$ 4.001/mês a R$ 6.000/mês","Outro","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"cocv2b8ust131e57cocvq3lbnsweg6kz","29","25-29","Masculino","Ceará (CE)","CE","Nordeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"s7u1ut9h8pbzyo0iz89s7u12vb4bv54b","","55+","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"s7rh757uzd89res7rh75j6g9gy4u2tpl","28","25-29","Feminino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% presencial","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"s7e9jj78vf0cgnp7vgzs7e9jio51p3fa","47","45-49","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"s77hd28oiovetkj9bpxhrs77hdjwdfyh","33","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"s6vwlrd9qow4iivqdvp4gziw8s6vwlrd","23","22-24","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"2l6as57wp5aey4ielsfl2l6asd54joiw","23","22-24","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 1.001/mês a R$ 2.000/mês","Suporte Técnico","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"s5m2ijr9sujpxs5m2iw6h695y5al67ys","21","17-21","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0"
"s2wi3jfs56r27pqs2wi3bbuknvwly6vz","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0"
"s27c08qmxzrkqpws278q98hy8ngnlo06","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"s1q8id2jt9b576wij5s1q8ipc4dvm62p","29","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Marketing","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"s12e9xwag6dytxhfs15n6oowcsv0xwzu","32","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"rz58fc1p9x3tns4rbsrz58191yrwmpgs","44","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Outro","Sênior","Modelo híbrido com dias fixos de trabalho presencial","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0153iak0ju979lvvzhb0153iap1ob6kr","24","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ryqk3zdz0zxhgb3v911uivmryqk3zd1r","28","25-29","Masculino","Paraná (PR)","PR","Sul","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0"
"rycmgq4er3n4dlakrycmawa1j2pn1ekq","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Outro","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ry65zz6n547ary651ossg4rf0j1umlxc","36","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"rwu97xgrc727oo95yatrwuw82xvdq8wf","41","40-44","Masculino","Espírito Santo (ES)","ES","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"rwkr71escnvn4hurwkr7sqvcabkzv0nd","35","35-39","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0"
"rwbplyfdumt3ws3uarwbpl3cz83i8ncf","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","Acima de R$ 40.001/mês","Engenheiro de Machine Learning/ML Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"rw6o0clectcq9vfd1k878rw6o0b8705s","31","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"rw2ybaie1nxewumobrw2ybaihkekqgvm","42","40-44","Masculino","Espírito Santo (ES)","ES","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Outro","Pleno","Modelo 100% presencial","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"rvezv4hc0ooyw7bryrvezvvgj79pyg1o","32","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"rv2zxdtdjbk8rupxj3rv2zxd74wzugu7","38","35-39","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
